user_id,age,income_monthly,expenses_monthly,goal_type,goal_amount,goal_years,risk_profile,preferred_investments,marital_status,dependents,employment_type,investment_experience,location_tier,time_until_retirement,emergency_fund,current_assets,savings_monthly,can_invest,predicted_sip,allocation_mutual_funds,allocation_gold,allocation_fd
664,28,127025,74088,car,1113611,4,high,"gold,stocks",married,0,salaried,expert,Tier 3,32,94312,242458.0,52937,True,23200,16239,2320,4641
665,49,22135,11132,wedding,1177044,4,medium,"gold,mutual_funds",single,2,self-employed,intermediate,Tier 3,11,26889,3946937.0,11003,True,11003,5501,2200,3302
666,45,194971,85006,education,1303466,6,medium,"real_estate,stocks",married,1,salaried,none,Tier 3,15,51250,4055194.0,109965,True,18103,9051,3620,5432
667,24,195418,124436,car,415216,3,medium,"stocks,gold",married,1,self-employed,intermediate,Tier 1,36,94904,,70982,True,11533,5766,2306,3461
668,23,194515,77897,wedding,1234803,4,low,"real_estate,stocks",single,3,self-employed,expert,Tier 1,37,67559,4121867.0,116618,True,25725,7717,7717,10291
669,54,122340,77245,education,744718,3,low,"gold,fd",single,1,business,beginner,Tier 2,6,45469,3974152.0,45095,True,20686,6205,6205,8276
670,41,136585,56785,bike,147592,2,medium,"fd,stocks",married,1,business,expert,Tier 2,19,53287,,79800,True,6149,3074,1229,1846
671,46,128985,70165,wedding,521067,4,medium,"stocks,gold",single,0,salaried,beginner,Tier 1,14,95633,552264.0,58820,True,10855,5427,2171,3257
672,55,168263,68945,retirement,7175282,13,medium,"fd,mutual_funds",married,3,salaried,intermediate,Tier 1,5,68477,4388586.0,99318,True,45995,22997,9199,13799
673,23,41270,28143,retirement,18211804,24,high,"gold,real_estate",single,3,self-employed,intermediate,Tier 1,37,32236,3096555.0,13127,True,13127,9188,1312,2627
674,41,82708,33797,car,649737,3,medium,"gold,fd",married,1,self-employed,beginner,Tier 3,19,35564,,48911,True,18048,9024,3609,5415
675,35,167225,120576,retirement,4462603,15,low,"gold,fd",single,3,salaried,beginner,Tier 2,25,84267,1236837.0,46649,True,24792,7437,7437,9918
676,35,189718,122224,car,453687,2,low,"fd,gold",married,3,business,none,Tier 3,25,32564,2679137.0,67494,True,18903,5670,5670,7563
677,59,163118,65310,bike,69615,1,high,"real_estate,mutual_funds",single,0,business,expert,Tier 2,1,81436,3911607.0,97808,True,5801,4060,580,1161
678,35,49782,20652,education,540011,6,high,"gold,fd",single,0,self-employed,expert,Tier 1,25,77684,1838220.0,29130,True,7500,5250,750,1500
679,28,96422,41755,bike,66638,2,medium,"fd,real_estate",single,1,salaried,intermediate,Tier 2,32,48116,1646246.0,54667,True,2776,1388,555,833
680,35,125634,50254,education,1257726,5,medium,"gold,stocks",single,0,self-employed,expert,Tier 2,25,25955,2519970.0,75380,True,20962,10481,4192,6289
681,44,142775,99643,bike,103298,1,medium,"gold,stocks",single,0,salaried,expert,Tier 3,16,53924,4654229.0,43132,True,8608,4304,1721,2583
682,46,55542,29603,car,1266220,2,low,"gold,stocks",single,3,self-employed,none,Tier 3,14,89698,,25939,True,25939,7781,7781,10377
683,29,40216,20519,car,997578,4,low,"mutual_funds,real_estate",single,2,self-employed,expert,Tier 1,31,83389,3246247.0,19697,True,19697,5909,5909,7879
684,32,64052,27585,bike,128111,1,medium,"real_estate,fd",single,3,business,intermediate,Tier 2,28,55733,4016914.0,36467,True,10675,5337,2135,3203
685,22,100886,51898,car,743150,2,high,"stocks,mutual_funds",single,0,salaried,expert,Tier 2,38,99913,2765548.0,48988,True,30964,21674,3096,6194
686,41,22493,13660,retirement,4706930,10,medium,"gold,fd",single,2,salaried,expert,Tier 3,19,52291,,8833,True,8833,4416,1766,2651
687,48,22371,13432,wedding,732520,5,high,"mutual_funds,stocks",single,3,self-employed,expert,Tier 2,12,21626,2384482.0,8939,True,8939,6257,893,1789
688,59,153202,94481,education,800364,3,medium,"gold,real_estate",single,3,salaried,beginner,Tier 2,1,57664,3868971.0,58721,True,22232,11116,4446,6670
689,43,90986,43592,bike,169767,2,medium,"stocks,fd",single,1,business,expert,Tier 2,17,57975,4398530.0,47394,True,7073,3536,1414,2123
690,47,191022,115558,education,418920,6,low,"real_estate,stocks",single,3,salaried,beginner,Tier 1,13,91226,1707583.0,75464,True,5818,1745,1745,2328
691,33,158326,67026,bike,136441,2,medium,"fd,real_estate",single,2,self-employed,intermediate,Tier 2,27,86418,2469493.0,91300,True,5685,2842,1137,1706
692,55,109634,54282,car,1435141,3,low,"fd,real_estate",single,3,self-employed,beginner,Tier 2,5,9837,2652352.0,55352,True,39865,11959,11959,15947
693,49,195066,133322,car,925754,5,high,"fd,real_estate",married,1,self-employed,none,Tier 3,11,88886,1852502.0,61744,True,15429,10800,1542,3087
694,32,103422,58243,bike,133369,2,low,"fd,mutual_funds",married,1,salaried,beginner,Tier 2,28,45874,782722.0,45179,True,5557,1667,1667,2223
695,58,133580,68195,education,1334104,3,low,"gold,mutual_funds",single,0,business,intermediate,Tier 1,2,62724,4068293.0,65385,True,37058,11117,11117,14824
696,25,24290,17627,wedding,1890598,4,high,"mutual_funds,real_estate",single,1,self-employed,intermediate,Tier 2,35,81298,3846315.0,6663,True,6663,4664,666,1333
697,44,173124,76547,wedding,802619,5,high,"real_estate,stocks",single,2,salaried,intermediate,Tier 1,16,62656,3855721.0,96577,True,13376,9363,1337,2676
698,46,122573,69052,education,569152,6,medium,"real_estate,fd",married,1,self-employed,beginner,Tier 1,14,41386,3780370.0,53521,True,7904,3952,1580,2372
699,37,33157,17379,education,714380,5,low,"mutual_funds,stocks",married,1,salaried,intermediate,Tier 3,23,19327,3327746.0,15778,True,11906,3571,3571,4764
700,59,42241,25973,education,1233044,6,medium,"fd,mutual_funds",married,1,business,intermediate,Tier 2,1,46203,2041161.0,16268,True,16268,8134,3253,4881
701,59,26350,14366,wedding,601894,4,low,"gold,real_estate",married,0,self-employed,none,Tier 2,1,33369,1654592.0,11984,True,11984,3595,3595,4794
702,31,98384,60076,education,1131868,4,low,"stocks,mutual_funds",married,1,salaried,none,Tier 3,29,27490,882307.0,38308,True,23580,7074,7074,9432
703,54,20867,11207,education,571265,6,low,"gold,real_estate",married,0,business,expert,Tier 1,6,22027,4056389.0,9660,True,7934,2380,2380,3174
704,47,65435,38824,car,463965,3,medium,"mutual_funds,real_estate",married,0,self-employed,none,Tier 3,13,74922,1574631.0,26611,True,12887,6443,2577,3867
705,40,23947,10243,retirement,17390554,23,low,"stocks,real_estate",married,0,salaried,none,Tier 1,20,53785,956395.0,13704,True,13704,4111,4111,5482
706,50,173223,103141,bike,76122,1,low,"mutual_funds,stocks",married,2,salaried,beginner,Tier 1,10,35979,4855028.0,70082,True,6343,1902,1902,2539
707,38,198846,144928,wedding,1577209,5,medium,"stocks,real_estate",single,0,salaried,intermediate,Tier 2,22,41483,516589.0,53918,True,26286,13143,5257,7886
708,43,153442,103879,bike,131947,2,medium,"fd,mutual_funds",married,3,business,beginner,Tier 1,17,5692,3300428.0,49563,True,5497,2748,1099,1650
709,22,189462,133816,bike,65209,1,low,"fd,stocks",married,1,self-employed,intermediate,Tier 1,38,91597,3928551.0,55646,True,5434,1630,1630,2174
710,43,170666,99105,wedding,838526,4,low,"stocks,mutual_funds",single,0,business,expert,Tier 1,17,45696,2343673.0,71561,True,17469,5240,5240,6989
711,54,152161,103984,education,1398589,5,medium,"real_estate,stocks",single,2,salaried,intermediate,Tier 2,6,38672,3606597.0,48177,True,23309,11654,4661,6994
712,42,138723,95030,car,663328,4,low,"real_estate,stocks",married,1,salaried,none,Tier 3,18,49148,1778782.0,43693,True,13819,4145,4145,5529
713,23,168267,68726,wedding,1565131,4,medium,"real_estate,stocks",single,1,self-employed,intermediate,Tier 2,37,23690,305658.0,99541,True,32606,16303,6521,9782
714,39,172419,114356,car,1235488,5,low,"mutual_funds,gold",married,2,business,beginner,Tier 3,21,86502,801993.0,58063,True,20591,6177,6177,8237
715,32,56850,34439,retirement,9615920,11,medium,"fd,gold",married,0,salaried,intermediate,Tier 2,28,22857,2624469.0,22411,True,22411,11205,4482,6724
716,46,70798,43151,car,737462,4,medium,"stocks,gold",single,3,self-employed,beginner,Tier 1,14,92902,471773.0,27647,True,15363,7681,3072,4610
717,49,121719,58080,bike,72720,1,low,"stocks,fd",single,1,salaried,expert,Tier 1,11,77095,2777364.0,63639,True,6060,1818,1818,2424
718,44,111452,74371,education,1202473,5,low,"fd,stocks",single,2,self-employed,beginner,Tier 3,16,5924,2722762.0,37081,True,20041,6012,6012,8017
719,24,61418,40523,wedding,590140,5,medium,"real_estate,stocks",single,2,self-employed,beginner,Tier 2,36,16781,1497307.0,20895,True,9835,4917,1967,2951
720,59,112628,64102,education,781799,5,medium,"stocks,fd",married,1,self-employed,beginner,Tier 3,1,13531,1848594.0,48526,True,13029,6514,2605,3910
721,29,72174,42016,retirement,13284226,25,medium,"stocks,real_estate",married,0,self-employed,expert,Tier 1,31,58051,1301661.0,30158,True,30158,15079,6031,9048
722,34,80524,33581,car,917733,3,medium,"gold,mutual_funds",married,0,self-employed,expert,Tier 3,26,49439,4520756.0,46943,True,25492,12746,5098,7648
723,22,50081,36613,car,1159495,5,low,"real_estate,stocks",single,0,salaried,beginner,Tier 3,38,41824,1067497.0,13468,True,13468,4040,4040,5388
724,35,117166,87444,bike,173604,1,low,"real_estate,mutual_funds",single,0,self-employed,expert,Tier 1,25,43417,1413133.0,29722,True,14467,4340,4340,5787
725,34,80066,47571,car,820497,4,high,"gold,mutual_funds",married,3,self-employed,intermediate,Tier 2,26,55494,2251016.0,32495,True,17093,11965,1709,3419
726,49,164682,84959,wedding,1988543,5,low,"gold,stocks",single,0,business,expert,Tier 1,11,35951,2752303.0,79723,True,33142,9942,9942,13258
727,41,140659,72774,bike,142733,1,medium,"stocks,gold",married,1,self-employed,none,Tier 2,19,72567,4370153.0,67885,True,11894,5947,2378,3569
728,29,94823,69894,education,332230,4,low,"mutual_funds,stocks",married,0,self-employed,expert,Tier 3,31,73876,881635.0,24929,True,6921,2076,2076,2769
729,39,138246,65352,education,531414,3,low,"gold,real_estate",married,1,salaried,beginner,Tier 3,21,74806,2452110.0,72894,True,14761,4428,4428,5905
730,33,195718,108225,car,1255754,4,medium,"real_estate,fd",single,2,salaried,intermediate,Tier 1,27,14190,1923204.0,87493,True,26161,13080,5232,7849
731,47,185733,136804,wedding,1629004,3,medium,"gold,stocks",married,0,business,intermediate,Tier 3,13,26042,4120101.0,48929,True,45250,22625,9050,13575
732,44,71759,48774,education,1194801,6,high,"real_estate,fd",single,2,self-employed,intermediate,Tier 2,16,33379,432811.0,22985,True,16594,11615,1659,3320
733,54,149034,86836,car,838963,2,medium,"mutual_funds,stocks",married,1,self-employed,intermediate,Tier 1,6,75832,761716.0,62198,True,34956,17478,6991,10487
734,47,20730,9307,education,1038471,6,low,"gold,mutual_funds",single,1,self-employed,intermediate,Tier 1,13,86533,,11423,True,11423,3426,3426,4571
735,43,119975,74562,retirement,17152098,22,low,"fd,real_estate",married,1,salaried,beginner,Tier 2,17,7887,2341947.0,45413,True,45413,13623,13623,18167
736,43,117484,64841,education,853044,3,medium,"mutual_funds,real_estate",single,0,salaried,beginner,Tier 3,17,15304,3750357.0,52643,True,23695,11847,4739,7109
737,44,163082,103430,retirement,16239647,22,low,"mutual_funds,gold",single,2,salaried,intermediate,Tier 3,16,8729,4502664.0,59652,True,59652,17895,17895,23862
738,44,49650,29770,wedding,1128177,5,medium,"mutual_funds,fd",single,2,business,none,Tier 1,16,99887,2774274.0,19880,True,18802,9401,3760,5641
739,28,16073,6672,bike,89320,1,medium,"stocks,real_estate",single,0,business,beginner,Tier 2,32,86720,1953124.0,9401,True,7443,3721,1488,2234
740,47,17159,7647,retirement,16053104,29,medium,"mutual_funds,gold",married,0,business,expert,Tier 3,13,17021,4906436.0,9512,True,9512,4756,1902,2854
741,49,169536,78658,bike,121497,2,medium,"gold,fd",single,0,self-employed,beginner,Tier 2,11,56448,1728332.0,90878,True,5062,2531,1012,1519
742,59,15901,6493,retirement,16372225,17,medium,"mutual_funds,real_estate",married,2,self-employed,none,Tier 3,1,10622,4114610.0,9408,True,9408,4704,1881,2823
743,54,60201,39133,car,996860,5,low,"gold,fd",married,0,salaried,expert,Tier 2,6,55210,437773.0,21068,True,16614,4984,4984,6646
744,22,37499,18615,retirement,13022832,20,medium,"real_estate,stocks",married,1,salaried,intermediate,Tier 1,38,17632,115756.0,18884,True,18884,9442,3776,5666
745,40,71344,47261,education,1470473,5,low,"real_estate,mutual_funds",single,0,salaried,expert,Tier 2,20,88791,3328262.0,24083,True,24083,7224,7224,9635
746,39,96441,53293,wedding,1786188,4,medium,"mutual_funds,real_estate",married,0,self-employed,expert,Tier 3,21,76289,4218773.0,43148,True,37212,18606,7442,11164
747,53,152263,70355,education,1202153,4,medium,"mutual_funds,gold",married,0,self-employed,expert,Tier 1,7,28283,,81908,True,25044,12522,5008,7514
748,45,117780,80579,wedding,1317166,5,low,"mutual_funds,fd",married,3,salaried,intermediate,Tier 3,15,51216,2481129.0,37201,True,21952,6585,6585,8782
749,25,42856,17444,retirement,14671416,29,low,"real_estate,stocks",single,0,business,beginner,Tier 1,35,8332,640611.0,25412,True,25412,7623,7623,10166
750,36,24873,17661,wedding,1191804,3,low,"real_estate,gold",married,3,salaried,expert,Tier 3,24,10033,,7212,True,7212,2163,2163,2886
751,29,15066,6285,car,931821,5,medium,"gold,stocks",married,0,self-employed,none,Tier 2,31,64658,3829044.0,8781,True,8781,4390,1756,2635
752,34,27940,17775,bike,84648,2,high,"stocks,real_estate",single,2,business,beginner,Tier 1,26,32777,3451461.0,10165,True,3527,2468,352,707
753,44,57598,42725,car,807014,2,medium,"mutual_funds,gold",single,2,salaried,beginner,Tier 1,16,66084,2846749.0,14873,True,14873,7436,2974,4463
754,47,146250,103866,bike,77118,1,high,"gold,mutual_funds",single,2,business,beginner,Tier 2,13,12601,1910371.0,42384,True,6426,4498,642,1286
755,38,117892,74872,bike,63084,2,low,"mutual_funds,gold",married,2,salaried,none,Tier 2,22,5731,2410901.0,43020,True,2628,788,788,1052
756,24,59130,32498,education,1154901,6,high,"stocks,mutual_funds",single,3,business,expert,Tier 2,36,95436,4467338.0,26632,True,16040,11228,1604,3208
757,40,146965,69003,car,1190671,5,medium,"mutual_funds,stocks",married,3,self-employed,expert,Tier 1,20,73968,4738195.0,77962,True,19844,9922,3968,5954
758,36,16515,11790,education,707821,3,low,"stocks,gold",married,2,salaried,none,Tier 2,24,36186,3746944.0,4725,True,4725,1417,1417,1891
759,46,137990,68111,retirement,8462610,19,medium,"real_estate,fd",single,0,business,expert,Tier 3,14,33350,1870844.0,69879,True,37116,18558,7423,11135
760,34,179870,125914,car,410785,5,low,"real_estate,fd",married,0,salaried,none,Tier 2,26,66957,3785447.0,53956,True,6846,2053,2053,2740
761,39,86894,60709,retirement,3150653,26,medium,"mutual_funds,fd",single,1,business,intermediate,Tier 1,21,20511,3533978.0,26185,True,10098,5049,2019,3030
762,47,190486,84191,bike,167803,1,medium,"stocks,gold",single,2,self-employed,expert,Tier 3,13,59460,2546589.0,106295,True,13983,6991,2796,4196
763,47,130375,67154,bike,151319,1,medium,"stocks,gold",married,1,self-employed,beginner,Tier 1,13,9922,728066.0,63221,True,12609,6304,2521,3784
764,41,67335,34308,education,763930,5,low,"real_estate,fd",single,0,business,intermediate,Tier 1,19,96756,839148.0,33027,True,12732,3819,3819,5094
765,29,190138,134154,car,471916,5,medium,"real_estate,gold",single,2,self-employed,intermediate,Tier 2,31,55906,3982623.0,55984,True,7865,3932,1573,2360
766,59,89694,47913,retirement,4029242,20,high,"mutual_funds,stocks",married,1,business,intermediate,Tier 2,1,92924,3474638.0,41781,True,16788,11751,1678,3359
767,38,108922,73802,bike,180494,2,medium,"fd,mutual_funds",single,2,business,none,Tier 1,22,78843,221277.0,35120,True,7520,3760,1504,2256
768,52,128758,91128,car,772339,4,high,"gold,fd",married,1,salaried,beginner,Tier 1,8,14265,1431710.0,37630,True,16090,11263,1609,3218
769,36,30386,19377,wedding,621635,5,low,"mutual_funds,fd",married,3,self-employed,beginner,Tier 3,24,58634,3151373.0,11009,True,10360,3108,3108,4144
770,34,121337,81468,wedding,737919,3,medium,"gold,stocks",single,3,self-employed,intermediate,Tier 3,26,96391,4128813.0,39869,True,20497,10248,4099,6150
771,34,56984,23913,car,1344461,2,high,"real_estate,gold",married,0,self-employed,expert,Tier 3,26,28649,4380972.0,33071,True,33071,23149,3307,6615
772,52,18775,10846,wedding,1307461,4,high,"fd,stocks",single,3,business,expert,Tier 3,8,19645,4767776.0,7929,True,7929,5550,792,1587
773,58,162032,98576,bike,162739,1,high,"fd,gold",married,0,salaried,intermediate,Tier 2,2,19626,2306356.0,63456,True,13561,9492,1356,2713
774,37,152521,95640,car,505072,4,medium,"fd,mutual_funds",married,0,salaried,none,Tier 1,23,67287,3433737.0,56881,True,10522,5261,2104,3157
775,23,177947,103121,education,530881,4,medium,"mutual_funds,gold",single,1,self-employed,expert,Tier 3,37,81368,3355107.0,74826,True,11060,5530,2212,3318
776,37,62922,26374,bike,139335,1,high,"gold,fd",married,0,business,beginner,Tier 2,23,71985,3850760.0,36548,True,11611,8127,1161,2323
777,23,115963,67205,retirement,3614101,11,low,"stocks,real_estate",single,2,business,none,Tier 2,37,50212,1928266.0,48758,True,27379,8213,8213,10953
778,54,144553,94389,wedding,500215,3,medium,"stocks,gold",married,1,salaried,beginner,Tier 3,6,28834,1067375.0,50164,True,13894,6947,2778,4169
779,54,140211,67592,retirement,19228027,15,high,"stocks,fd",married,1,business,beginner,Tier 1,6,10583,972401.0,72619,True,72619,50833,7261,14525
780,44,86537,40365,education,953936,3,medium,"gold,real_estate",single,3,salaried,beginner,Tier 2,16,18329,4476421.0,46172,True,26498,13249,5299,7950
781,34,86792,48209,car,961340,3,low,"real_estate,stocks",married,0,self-employed,beginner,Tier 1,26,93721,3491558.0,38583,True,26703,8010,8010,10683
782,51,148881,87428,education,729763,5,medium,"fd,gold",married,2,business,intermediate,Tier 1,9,76927,1819617.0,61453,True,12162,6081,2432,3649
783,28,128221,62445,wedding,1827296,4,medium,"stocks,gold",married,0,business,beginner,Tier 2,32,78779,4872778.0,65776,True,38068,19034,7613,11421
784,33,22465,10831,retirement,14381957,29,low,"mutual_funds,fd",married,3,salaried,expert,Tier 3,27,67874,2618101.0,11634,True,11634,3490,3490,4654
785,29,95960,70337,retirement,6702590,12,high,"gold,real_estate",single,1,self-employed,expert,Tier 1,31,27813,4978476.0,25623,True,25623,17936,2562,5125
786,43,93282,66869,bike,132104,2,medium,"fd,stocks",married,1,salaried,intermediate,Tier 3,17,11080,1243502.0,26413,True,5504,2752,1100,1652
787,51,173097,87271,car,1321872,3,medium,"stocks,mutual_funds",married,1,self-employed,none,Tier 2,9,32094,1013544.0,85826,True,36718,18359,7343,11016
788,36,98053,70650,wedding,1183970,5,medium,"real_estate,fd",single,2,self-employed,expert,Tier 1,24,85440,1008379.0,27403,True,19732,9866,3946,5920
